0:0:0:0:0:0:0:1 - - [14/Mar/2017:00:24:45 +0530] "GET /WebApplication4/buyer/assets/img/favicon.ico HTTP/1.1" 200 1941
127.0.0.1 - - [14/Mar/2017:00:25:19 +0530] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [14/Mar/2017:00:25:19 +0530] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - - [14/Mar/2017:00:25:19 +0530] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - praneeth [14/Mar/2017:00:25:19 +0530] "GET /manager/text/list HTTP/1.1" 200 2536
127.0.0.1 - - [14/Mar/2017:00:25:19 +0530] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [14/Mar/2017:00:25:21 +0530] "GET /WebApplication4/provider.jsp HTTP/1.1" 200 9372
0:0:0:0:0:0:0:1 - - [14/Mar/2017:00:25:22 +0530] "GET /WebApplication4/buyer/assets/flash/ZeroClipboard.swf?noCache=1489431322438 HTTP/1.1" 200 6586
0:0:0:0:0:0:0:1 - - [14/Mar/2017:00:25:22 +0530] "GET /WebApplication4/buyer/assets/img/favicon.ico HTTP/1.1" 200 1941
0:0:0:0:0:0:0:1 - - [14/Mar/2017:00:25:24 +0530] "GET /WebApplication4/house_work.jsp HTTP/1.1" 200 5649
0:0:0:0:0:0:0:1 - - [14/Mar/2017:00:25:24 +0530] "GET /WebApplication4/formpage/css/jquery-ui.css HTTP/1.1" 200 32374
0:0:0:0:0:0:0:1 - - [14/Mar/2017:00:25:24 +0530] "GET /WebApplication4/formpage/js/jquery-2.1.4.min.js HTTP/1.1" 200 84345
0:0:0:0:0:0:0:1 - - [14/Mar/2017:00:25:24 +0530] "GET /WebApplication4/formpage/js/jquery.min.js HTTP/1.1" 200 93100
0:0:0:0:0:0:0:1 - - [14/Mar/2017:00:25:24 +0530] "GET /WebApplication4/formpage/css/style.css HTTP/1.1" 200 11396
